timestamp_utc,Actual Load
2024-01-06 17:15:00+00:00,59350.0
2024-01-06 17:30:00+00:00,59336.0
2024-01-06 17:45:00+00:00,58809.0
2024-01-06 18:00:00+00:00,58412.0
2024-01-06 18:15:00+00:00,57848.0
2024-01-06 18:30:00+00:00,57470.0
2024-01-06 18:45:00+00:00,56889.0
2024-01-06 19:00:00+00:00,55778.0
2024-01-06 19:15:00+00:00,54919.0
2024-01-06 19:30:00+00:00,54040.0
2024-01-06 19:45:00+00:00,53461.0
2024-01-06 20:00:00+00:00,52780.0
2024-01-06 20:15:00+00:00,52492.0
2024-01-06 20:30:00+00:00,51961.0
2024-01-06 20:45:00+00:00,51388.0
2024-01-06 21:00:00+00:00,51658.0
2024-01-06 21:15:00+00:00,51197.0
2024-01-06 21:30:00+00:00,50795.0
2024-01-06 21:45:00+00:00,50008.0
2024-01-06 22:00:00+00:00,49227.0
2024-01-06 22:15:00+00:00,48470.0
2024-01-06 22:30:00+00:00,47836.0
2024-01-06 22:45:00+00:00,46954.0
2024-01-06 23:00:00+00:00,46432.0
2024-01-06 23:15:00+00:00,45691.0
2024-01-06 23:30:00+00:00,44889.0
2024-01-06 23:45:00+00:00,44519.0
2024-01-07 00:00:00+00:00,44063.0
2024-01-07 00:15:00+00:00,43868.0
2024-01-07 00:30:00+00:00,43750.0
2024-01-07 00:45:00+00:00,43304.0
2024-01-07 01:00:00+00:00,43296.0
2024-01-07 01:15:00+00:00,43132.0
2024-01-07 01:30:00+00:00,43008.0
2024-01-07 01:45:00+00:00,42759.0
2024-01-07 02:00:00+00:00,42620.0
2024-01-07 02:15:00+00:00,42509.0
2024-01-07 02:30:00+00:00,42480.0
2024-01-07 02:45:00+00:00,42657.0
2024-01-07 03:00:00+00:00,42626.0
2024-01-07 03:15:00+00:00,42537.0
2024-01-07 03:30:00+00:00,42768.0
2024-01-07 03:45:00+00:00,42759.0
2024-01-07 04:00:00+00:00,42649.0
2024-01-07 04:15:00+00:00,42473.0
2024-01-07 04:30:00+00:00,42603.0
2024-01-07 04:45:00+00:00,42646.0
2024-01-07 05:00:00+00:00,42618.0
2024-01-07 05:15:00+00:00,42800.0
2024-01-07 05:30:00+00:00,42695.0
2024-01-07 05:45:00+00:00,42840.0
2024-01-07 06:00:00+00:00,43625.0
2024-01-07 06:15:00+00:00,44173.0
2024-01-07 06:30:00+00:00,44690.0
2024-01-07 06:45:00+00:00,45002.0
2024-01-07 07:00:00+00:00,45843.0
2024-01-07 07:15:00+00:00,46538.0
2024-01-07 07:30:00+00:00,47257.0
2024-01-07 07:45:00+00:00,48005.0
2024-01-07 08:00:00+00:00,49405.0
2024-01-07 08:15:00+00:00,50329.0
2024-01-07 08:30:00+00:00,51297.0
2024-01-07 08:45:00+00:00,51878.0
2024-01-07 09:00:00+00:00,52573.0
2024-01-07 09:15:00+00:00,53235.0
2024-01-07 09:30:00+00:00,53847.0
2024-01-07 09:45:00+00:00,54094.0
2024-01-07 10:00:00+00:00,54857.0
2024-01-07 10:15:00+00:00,55753.0
2024-01-07 10:30:00+00:00,56681.0
2024-01-07 10:45:00+00:00,56815.0
2024-01-07 11:00:00+00:00,56810.0
2024-01-07 11:15:00+00:00,56931.0
2024-01-07 11:30:00+00:00,56982.0
2024-01-07 11:45:00+00:00,56703.0
2024-01-07 12:00:00+00:00,56292.0
2024-01-07 12:15:00+00:00,55803.0
2024-01-07 12:30:00+00:00,55711.0
2024-01-07 12:45:00+00:00,55199.0
2024-01-07 13:00:00+00:00,55208.0
